#TAXONOMY	ID	no rank	superkingdom	clade	phylum	class	order	family	genus	species	strain	no rank2	clade2	clade3	subspecies	no rank3	species group	subphylum
NZ_MUYT01000021.1	cellular organisms	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella	Moraxella lincolnii	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_UFXX01000001.1	cellular organisms	Bacteria	Terrabacteria group	Actinobacteria	Actinomycetia	Micrococcales	Dermacoccaceae	Dermacoccus	Dermacoccus nishinomiyaensis	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_POWW01000013.1	cellular organisms	Bacteria	NA	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria sicca	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_AP019007.1	cellular organisms	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter oligotrophicus	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_CP040938.1	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Dolosigranulum	Dolosigranulum pigrum	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_QBKG01000031.1	cellular organisms	Bacteria	NA	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga leadbetteri	NA	NA	FCB group	Bacteroidetes/Chlorobi group	NA	NA	NA	NA	
NZ_GL982466.1	cellular organisms	Bacteria	NA	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella nigrescens	Prevotella nigrescens ATCC 33563	NA	FCB group	Bacteroidetes/Chlorobi group	NA	NA	NA	NA	
NZ_JAAXPT010000027.1	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Bacilli	Bacillales	NA	Gemella	Gemella sanguinis	NA	Bacillales incertae sedis	NA	NA	NA	Bacillales Family XI. Incertae Sedis	NA	NA	
NZ_KB904329.1	cellular organisms	Bacteria	NA	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella nanceiensis	Prevotella nanceiensis DSM 19126 = JCM 15639	NA	FCB group	Bacteroidetes/Chlorobi group	NA	NA	NA	NA	
NZ_JVGP01000036.1	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus parasanguinis	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_AP022569.1	cellular organisms	Bacteria	Terrabacteria group	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium cookii	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_RBZO01000059.1	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	Oceanobacillus bengalensis	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_AP018549.1	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus paragasseri	NA	NA	NA	NA	NA	NA	NA	NA	
NC_022369.1	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus cremoris	Lactococcus lactis subsp. cremoris KW2	NA	NA	NA	NA	NA	NA	NA	
NC_010729.1	cellular organisms	Bacteria	NA	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas gingivalis	Porphyromonas gingivalis ATCC 33277	NA	FCB group	Bacteroidetes/Chlorobi group	NA	NA	NA	NA	
NZ_CP057657.1	cellular organisms	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia fergusonii	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_UGQA01000001.1	cellular organisms	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella	Moraxella atlantae	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_GL732443.1	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus infantis	Streptococcus infantis ATCC 700779	NA	NA	NA	NA	NA	NA	NA	
NC_013203.1	cellular organisms	Bacteria	Terrabacteria group	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Lancefieldella	Lancefieldella parvula	Atopobium parvulum DSM 20469	NA	NA	NA	NA	NA	NA	NA	
NZ_KI391971.1	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	Granulicatella elegans	Granulicatella elegans ATCC 700633	NA	NA	NA	NA	NA	NA	NA	
NZ_PNHV01000014.1	cellular organisms	Bacteria	Terrabacteria group	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces graevenitzii	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_LT635862.1	cellular organisms	Bacteria	Terrabacteria group	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces bouchesdurhonensis	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_UYIP01000001.1	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pneumoniae	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_CP039887.1	cellular organisms	Bacteria	NA	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria subflava	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_JADNLF010000024.1	cellular organisms	Bacteria	NA	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides clarus	NA	NA	FCB group	Bacteroidetes/Chlorobi group	NA	NA	NA	NA	
NZ_CP010827.1	cellular organisms	Bacteria	Terrabacteria group	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium singulare	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_LR134365.1	cellular organisms	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Cardiobacterium	Cardiobacterium hominis	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_FMIX01000004.1	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus timonensis	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_LS483383.1	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus cristatus	Streptococcus cristatus ATCC 51100	NA	NA	NA	NA	NA	NA	NA	
NZ_LR134275.1	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus vestibularis	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_JVGP01000023.1	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus parasanguinis	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_CP035504.1	cellular organisms	Bacteria	Terrabacteria group	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Kocuria	Kocuria indica	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_VJOO01000010.1	cellular organisms	Bacteria	NA	Proteobacteria	Betaproteobacteria	Burkholderiales	NA	Tepidimonas	Tepidimonas fonticaldi	NA	Burkholderiales genera incertae sedis	NA	NA	NA	NA	NA	NA	
NZ_CP031252.1	cellular organisms	Bacteria	NA	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria elongata	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_CP017184.1	cellular organisms	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter roggenkampii	NA	NA	NA	NA	NA	NA	Enterobacter cloacae complex	NA	
NZ_CP046314.1	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Bacilli	Bacillales	NA	Gemella	Gemella morbillorum	NA	Bacillales incertae sedis	NA	NA	NA	Bacillales Family XI. Incertae Sedis	NA	NA	
NZ_LR594049.1	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus gordonii	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_CP053988.1	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Abiotrophia	Abiotrophia defectiva	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_CP061527.1	cellular organisms	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella	Shigella dysenteriae	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_LR134336.1	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus oralis	Streptococcus oralis ATCC 35037	NA	NA	NA	NA	NA	NA	NA	
NZ_LR134479.1	cellular organisms	Bacteria	Terrabacteria group	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Rothia	Rothia aeria	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_AP019829.2	cellular organisms	Bacteria	NA	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia wadei	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_JYGP01000002.1	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus mitis	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_CABKSO010000001.1	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella atypica	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_BMPU01000005.1	cellular organisms	Bacteria	NA	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas pasteri	NA	NA	FCB group	Bacteroidetes/Chlorobi group	NA	NA	NA	NA	
NZ_LT629844.1	cellular organisms	Bacteria	NA	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellamassilia	Prevotellamassilia timonensis	NA	NA	FCB group	Bacteroidetes/Chlorobi group	NA	NA	NA	NA	
NZ_AXVC01000022.1	cellular organisms	Bacteria	NA	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas uenonis	Porphyromonas uenonis DSM 23387 = JCM 13868	NA	FCB group	Bacteroidetes/Chlorobi group	NA	NA	NA	NA	
NZ_KB849703.1	cellular organisms	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter johnsonii	Acinetobacter johnsonii ANC 3681	NA	NA	NA	NA	NA	NA	NA	
NZ_LR134327.1	cellular organisms	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	Aggregatibacter aphrophilus	Aggregatibacter aphrophilus ATCC 33389	NA	NA	NA	NA	NA	NA	NA	
NZ_VICC01000016.1	cellular organisms	Bacteria	Terrabacteria group	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces oris	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_CP017480.1	cellular organisms	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Luteibacter	Luteibacter rhizovicinus	Luteibacter rhizovicinus DSM 16549	NA	NA	NA	NA	NA	NA	NA	
NZ_MBTW01000005.1	cellular organisms	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter koseri	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_JACICA010000024.1	cellular organisms	Bacteria	NA	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	Alloprevotella rava	NA	NA	FCB group	Bacteroidetes/Chlorobi group	NA	NA	NA	NA	
NZ_NKUG01000045.1	cellular organisms	Bacteria	NA	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium bullatum	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_CP009761.1	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Parvimonas	Parvimonas micra	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_GG666994.1	cellular organisms	Bacteria	Terrabacteria group	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium accolens	Corynebacterium accolens ATCC 49725	NA	NA	NA	NA	NA	NA	NA	
NZ_JACICA010000001.1	cellular organisms	Bacteria	NA	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	Alloprevotella rava	NA	NA	FCB group	Bacteroidetes/Chlorobi group	NA	NA	NA	NA	
NZ_KB205937.1	cellular organisms	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter hormaechei	Enterobacter hormaechei YT3	NA	NA	NA	NA	NA	Enterobacter cloacae complex	NA	
NZ_AP022321.1	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella nakazawae	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_LR134340.1	cellular organisms	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia marmotae	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_JH414601.1	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	Peptoanaerobacter	Peptoanaerobacter stomatis	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_JH414508.1	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Oribacterium	Oribacterium asaccharolyticum	Oribacterium asaccharolyticum ACB7	NA	NA	NA	NA	NA	NA	NA	
NZ_LT891955.1	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	Selenomonas felix	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_JVGP01000025.1	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus parasanguinis	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_BAJR01000054.1	cellular organisms	Bacteria	NA	Bacteroidetes	Bacteroidia	Bacteroidales	NA	Phocaeicola	Phocaeicola paurosaccharolyticus	Bacteroides paurosaccharolyticus JCM 15092	Bacteroidales incertae sedis	FCB group	Bacteroidetes/Chlorobi group	NA	NA	NA	NA	
NC_010554.1	cellular organisms	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Proteus	Proteus mirabilis	Proteus mirabilis HI4320	NA	NA	NA	NA	NA	NA	NA	
NZ_BNBB01000109.1	cellular organisms	Bacteria	Terrabacteria group	Actinobacteria	Actinomycetia	Streptosporangiales	Streptosporangiaceae	Streptosporangium	Streptosporangium violaceochromogenes	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_KE148312.1	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Oribacterium	Oribacterium parvum	Oribacterium parvum ACB1	NA	NA	NA	NA	NA	NA	NA	
NZ_GG666995.1	cellular organisms	Bacteria	Terrabacteria group	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium accolens	Corynebacterium accolens ATCC 49725	NA	NA	NA	NA	NA	NA	NA	
NC_009614.1	cellular organisms	Bacteria	NA	Bacteroidetes	Bacteroidia	Bacteroidales	NA	Phocaeicola	Phocaeicola vulgatus	Bacteroides vulgatus ATCC 8482	Bacteroidales incertae sedis	FCB group	Bacteroidetes/Chlorobi group	NA	NA	NA	NA	
NZ_CP009756.1	cellular organisms	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter cloacae	NA	NA	NA	NA	NA	NA	Enterobacter cloacae complex	NA	
NZ_ACVO01000025.1	cellular organisms	Bacteria	Terrabacteria group	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Rothia	Rothia mucilaginosa	Rothia mucilaginosa ATCC 25296	NA	NA	NA	NA	NA	NA	NA	
NZ_GG666993.1	cellular organisms	Bacteria	Terrabacteria group	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium accolens	Corynebacterium accolens ATCC 49725	NA	NA	NA	NA	NA	NA	NA	
NZ_CAAHGB010000003.1	cellular organisms	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella quasivariicola	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_REGE01000035.1	cellular organisms	Bacteria	Terrabacteria group	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium macginleyi	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_GG666998.1	cellular organisms	Bacteria	Terrabacteria group	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium accolens	Corynebacterium accolens ATCC 49725	NA	NA	NA	NA	NA	NA	NA	
NC_021181.2	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus acidophilus	Lactobacillus acidophilus La-14	NA	NA	NA	NA	NA	NA	NA	
NZ_CP032620.1	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus koreensis	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_CP023478.1	cellular organisms	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella quasipneumoniae	NA	NA	NA	NA	NA	NA	NA	NA	
NC_016845.1	cellular organisms	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	Klebsiella pneumoniae subsp. pneumoniae HS11286	NA	NA	NA	Klebsiella pneumoniae subsp. pneumoniae	NA	NA	NA	
NZ_BMDA01000010.1	cellular organisms	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter courvalinii	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_AUKY01000166.1	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Solobacterium	Solobacterium moorei	Solobacterium moorei DSM 22971	NA	NA	NA	NA	NA	NA	NA	
NZ_CP045240.1	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus vaginalis	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_PKJX01000001.1	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus rhamnosus	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_BJLV01000078.1	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus fermentum	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_BJLV01000095.1	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus fermentum	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_LT635457.1	cellular organisms	Bacteria	Terrabacteria group	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces pacaensis	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_LT160625.1	cellular organisms	Bacteria	NA	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella phocaeensis	NA	NA	FCB group	Bacteroidetes/Chlorobi group	NA	NA	NA	NA	
NZ_GL538178.1	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	Megasphaera micronuciformis	Megasphaera micronuciformis F0359	NA	NA	NA	NA	NA	NA	NA	
NC_014334.2	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus paracasei	NA	NA	NA	NA	NA	NA	NA	NA	
NC_002516.2	cellular organisms	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa	Pseudomonas aeruginosa PAO1	NA	NA	NA	NA	NA	Pseudomonas aeruginosa group	NA	
NZ_CP012541.1	cellular organisms	Bacteria	NA	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter concisus	NA	NA	NA	NA	NA	NA	NA	delta/epsilon subdivisions	
NZ_UFUW01000001.1	cellular organisms	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Cardiobacterium	Cardiobacterium valvarum	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_GL538193.1	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	Megasphaera micronuciformis	Megasphaera micronuciformis F0359	NA	NA	NA	NA	NA	NA	NA	
NZ_RRCM01000001.1	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnoanaerobaculum	Lachnoanaerobaculum orale	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_PNHV01000006.1	cellular organisms	Bacteria	Terrabacteria group	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces graevenitzii	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_JH590864.1	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Stomatobaculum	Stomatobaculum longum	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_CP027228.1	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Clostridia	Eubacteriales	Clostridiales Family XIII. Incertae Sedis	Mogibacterium	Mogibacterium diversum	NA	Eubacteriales incertae sedis	NA	NA	NA	NA	NA	NA	
NZ_GG698602.1	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Dialister	Dialister invisus	Dialister invisus DSM 15470	NA	NA	NA	NA	NA	NA	NA	
NZ_LR134384.1	cellular organisms	Bacteria	NA	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella oris	NA	NA	FCB group	Bacteroidetes/Chlorobi group	NA	NA	NA	NA	
NZ_AUKY01000146.1	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Solobacterium	Solobacterium moorei	Solobacterium moorei DSM 22971	NA	NA	NA	NA	NA	NA	NA	
NZ_UAPR01000004.1	cellular organisms	Bacteria	Terrabacteria group	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Schaalia	Schaalia odontolytica	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_GL538208.1	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	Megasphaera micronuciformis	Megasphaera micronuciformis F0359	NA	NA	NA	NA	NA	NA	NA	
NZ_CP022022.1	cellular organisms	Bacteria	NA	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga endodontalis	NA	NA	FCB group	Bacteroidetes/Chlorobi group	NA	NA	NA	NA	
NZ_AWGW01000013.1	cellular organisms	Bacteria	NA	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella salivae	Prevotella salivae F0493	NA	FCB group	Bacteroidetes/Chlorobi group	NA	NA	NA	NA	
NZ_UHFC01000002.1	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus constellatus	NA	NA	NA	NA	NA	NA	Streptococcus anginosus group	NA	
NZ_UGTM01000001.1	cellular organisms	Bacteria	NA	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella denticola	NA	NA	FCB group	Bacteroidetes/Chlorobi group	NA	NA	NA	NA	
NZ_JAAXPT010000026.1	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Bacilli	Bacillales	NA	Gemella	Gemella sanguinis	NA	Bacillales incertae sedis	NA	NA	NA	Bacillales Family XI. Incertae Sedis	NA	NA	
NZ_JACHHH010000019.1	cellular organisms	Bacteria	Terrabacteria group	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Oribacterium	Oribacterium sinus	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_UAPR01000005.1	cellular organisms	Bacteria	Terrabacteria group	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Schaalia	Schaalia odontolytica	NA	NA	NA	NA	NA	NA	NA	NA	
NC_010168.1	cellular organisms	Bacteria	Terrabacteria group	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Renibacterium	Renibacterium salmoninarum	Renibacterium salmoninarum ATCC 33209	NA	NA	NA	NA	NA	NA	NA	
NZ_UAPR01000002.1	cellular organisms	Bacteria	Terrabacteria group	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Schaalia	Schaalia odontolytica	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_CP012072.1	cellular organisms	Bacteria	Terrabacteria group	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Schaalia	Schaalia meyeri	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_UAPR01000001.1	cellular organisms	Bacteria	Terrabacteria group	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Schaalia	Schaalia odontolytica	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_PNHV01000001.1	cellular organisms	Bacteria	Terrabacteria group	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces graevenitzii	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_LT635869.1	cellular organisms	Bacteria	Terrabacteria group	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces bouchesdurhonensis	NA	NA	NA	NA	NA	NA	NA	NA	
NZ_PNHV01000002.1	cellular organisms	Bacteria	Terrabacteria group	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces graevenitzii	NA	NA	NA	NA	NA	NA	NA	NA	
